; Additional mappings into pw headwords
; hw <space> ptr(s)
; ----------------------------------------------------------
; 02-16-2020.   Additional pointers for prefixed verb forms  mapping into verbs.
akz	nirakz,samakz
dru	nirdru
dru	paridru
dru	viparidru
dru	pradru
dru	aBipradru
dru	vipradru
dru	sampradru
dru	pratidru
dru	vidru
dru	aBividru
dru	pravidru
dru	samdru
druh	aBidruh
druh	pradruh
druh	pratidruh
druh	vidruh
drek	pradrek
dviz	anudviz
dviz	paridviz
dviz	pradviz
dviz	vidviz
dviz	samdviz
Dan	praDan
Danv	acCaDanv
Danv	anuDanv
Danv	aBiDanv
Danv	praDanv
Danv	paripraDanv
Danv	samDanv
Dam	anuDam
Dam	apaDam
Dam	apiDam
Dam	aBiDam
Dam	avaDam
Dam	ADam
Dam	atyADam
Dam	upADam
Dam	pratyADam
Dam	samADam
Dam	udDam
Dam	upaDam
Dam	nirDam
Dam	parADam
Dam	praDam
Dam	viDam
Dam	samDam
Dam	aBisamDam
Dar	aDiDar
Dar	aDiDf
Dar	aBiDar
Dar	aBiDf
Dar	avaDar
Dar	avaDf
Dar	paryavaDar
Dar	paryavaDf
Dar	vyavaDar
Dar	vyavaDf
Dar	ADar
Dar	ADf
Dar	nyADar
Dar	nyADf
Dar	udDar
Dar	udDf
Dar	upaDar
Dar	upaDf
Dar	anUpaDar
Dar	anUpaDf
Dar	niDar
Dar	niDf
Dar	viniDar
Dar	viniDf
Dar	nirDar
Dar	nirDf
Dar	pariDar
Dar	pariDf
Dar	praDar
Dar	praDf
Dar	sampraDar
Dar	sampraDf
Dar	pratiDar
Dar	pratiDf
Dar	viDar
Dar	viDf
Dar	samDar
Dar	samDf
Darz	apaDarz
Darz	apaDfz
Darz	aBiDarz
Darz	aBiDfz
Darz	avaDarz
Darz	avaDfz
Darz	ADarz
Darz	ADfz
Darz	upaDarz
Darz	upaDfz
Darz	pariDarz
Darz	pariDfz
Darz	praDarz
Darz	praDfz
Darz	aBipraDarz
Darz	aBipraDfz
Darz	sampraDarz
Darz	sampraDfz
Darz	pratiDarz
Darz	pratiDfz
Darz	viDarz
Darz	viDfz
Darz	samDarz
Darz	samDfz
Dav	niDav
DA	atiDA
DA	aDiDA
DA	anuDA
DA	vyanuDA
DA	antarDA
DA	apaDA
DA	apiDA
DA	samapiDA
DA	aBiDA
DA	pratyaBiDA
DA	samaBiDA
DA	avaDA
DA	anvavaDA
DA	aByavaDA
DA	upAvaDA
DA	paryavaDA
DA	pratyavaDA
DA	vyavaDA
DA	saMvyavaDA
DA	samavaDA
DA	ADA
DA	atyADA
DA	aDyADA
DA	antarADA
DA	anvADA
DA	apADA
DA	aByADA
DA	udADA
DA	upADA
DA	pratyupADA
DA	nyADA
DA	nirADA
DA	paryADA
DA	anuparyADA
DA	aBiparyADA
DA	prADA
DA	vyADA
DA	samADA
DA	anusamADA
DA	aBisamADA
DA	upasamADA
DA	pratisamADA
DA	udDA
DA	upaDA
DA	anUpaDA
DA	aByupaDA
DA	pratyupaDA
DA	tirarDA
DA	niDA
DA	aDiniDA
DA	apaniDA
DA	aBiniDA
DA	unniDA
DA	upaniDA
DA	pariniDA
DA	praRiDA
DA	sampraRiDA
DA	pratiniDA
DA	viniDA
DA	saMniDA
DA	nirDA
DA	vinirDA
DA	pariDA
DA	vipariDA
DA	piDA
DA	purarDA
DA	praDA
DA	pratiDA
DA	anupratiDA
DA	viDA
DA	ativiDA
DA	aDiviDA
DA	anuviDA
DA	aBiviDA
DA	praviDA
DA	prativiDA
DA	saMviDA
DA	samDA
DA	atisamDA
DA	aDisamDA
DA	anusamDA
DA	aBisamDA
DA	samaBisamDA
DA	upasamDA
DA	prasamDA
DA	pratisamDA
DA	visamDA
DA	niravaDA
DA	pariRiDA
DAv	atiDAv
DAv	anuDAv
DAv	samanuDAv
DAv	apaDAv
DAv	apiDAv
DAv	aBiDAv
DAv	pratyaBiDAv
DAv	samaBiDAv
DAv	avaDAv
DAv	vyavaDAv
DAv	ADAv
DAv	anvADAv
DAv	upADAv
DAv	samADAv
DAv	upaDAv
DAv	samupaDAv
DAv	nirDAv
DAv	parADAv
DAv	pariDAv
DAv	vipariDAv
DAv	praDAv
DAv	aDipraDAv
DAv	anupraDAv
DAv	vipraDAv
DAv	sampraDAv
DAv	pratiDAv
DAv	viDAv
DAv	anuviDAv
DAv	aBiviDAv
DAv	pariviDAv
DAv	samDAv
DAv	vyudDAv
DAv	niDAv
Di	aBiDi
DI	ADI
DI	niDI
Dunay	ADunay
Dunay	ADunaya
DU	apaDU
DU	aBiDU
DU	avaDU
DU	vyavaDU
DU	ADU
DU	vyADU
DU	samADU
DU	udDU
DU	samudDU
DU	upaDU
DU	niDU
DU	nirDU
DU	vinirDU
DU	pravinirDU
DU	pariDU
DU	praDU
DU	viDU
DU	anuviDU
DU	AviDU
DU	praviDU
DU	samDU
DUnay	avaDUnay
DUnay	avaDUnaya
DUnay	viDUnay
DUnay	viDUnaya
DUpay	anuDUpay
DUpay	anuDUpaya
DUpay	avaDUpay
DUpay	avaDUpaya
DUpay	ADUpay
DUpay	ADUpaya
DUpay	udDUpay
DUpay	udDUpaya
DUpay	upaDUpay
DUpay	upaDUpaya
DUpay	nirDUpay
DUpay	nirDUpaya
DUpay	praDUpay
DUpay	praDUpaya
DUpay	viDUpay
DUpay	viDUpaya
DUpAy	viDUpAy
DUpAy	viDUpAya
DUmay	ADUmay
DUmay	ADUmaya
DUmay	praDUmay
DUmay	praDUmaya
DUlay	avaDUlay
DUlay	avaDUlaya
DUlay	udDUlay
DUlay	udDUlaya
DyA	atiDyA
DyA	atiDyE
DyA	anuDyA
DyA	anuDyE
DyA	samanuDyA
DyA	samanuDyE
DyA	apaDyA
DyA	apaDyE
DyA	samapaDyA
DyA	samapaDyE
DyA	aBiDyA
DyA	aBiDyE
DyA	samaBiDyA
DyA	samaBiDyE
DyA	avaDyA
DyA	avaDyE
DyA	ADyA
DyA	ADyE
DyA	samADyA
DyA	samADyE
DyA	upaDyA
DyA	upaDyE
DyA	niDyA
DyA	niDyE
DyA	aBiniDyA
DyA	aBiniDyE
DyA	praRiDyA
DyA	praRiDyE
DyA	nirDyA
DyA	nirDyE
DyA	pariDyA
DyA	pariDyE
DyA	praDyA
DyA	praDyE
DyA	sampraDyA
DyA	sampraDyE
DyA	pratiDyA
DyA	pratiDyE
DyA	samDyA
DyA	samDyE
Draj	praDraj
DvaMs	atiDvaMs
DvaMs	anuDvaMs
DvaMs	apaDvaMs
DvaMs	aBiDvaMs
DvaMs	avaDvaMs
DvaMs	ADvaMs
DvaMs	udDvaMs
DvaMs	samudDvaMs
DvaMs	upaDvaMs
DvaMs	niDvaMs
DvaMs	viniDvaMs
DvaMs	pariDvaMs
DvaMs	praDvaMs
DvaMs	pratiDvaMs
DvaMs	viDvaMs
DvaMs	praviDvaMs
Dvan	apaDvan
Dvan	aBiDvan
Dvan	praDvan
Dvan	pratiDvan
nakz	acCanakz
nakz	aBinakz
nakz	avanakz
nakz	upanakz
nakz	pariRakz
nakz	praRakz
nakz	aBipraRakz
naw	unnaw
nad	anunad
nad	vyanunad
nad	aBinad
nad	Anad
nad	unnad
nad	pronnad
nad	samunnad
nad	upanad
nad	ninad
nad	pariRinad
nad	pariRad
nad	praRad
nad	aBipraRad
nad	vipraRad
nad	sampraRad
nad	pratinad
nad	vinad
nad	anuvinad
nad	saMnad
nand	anunand
nand	aBinand
nand	pratyaBinand
nand	samaBinand
nand	Anand
nand	samAnand
nand	pariRand
nand	pratinand
nand	sampratinand
nand	vinand
naB	unnaB
naB	praRaB
nam	atinam
nam	aDinam
nam	anunam
nam	apanam
nam	aBinam
nam	avanam
nam	aByavanam
nam	upAvanam
nam	Anam
nam	unnam
nam	aByunnam
nam	samaByunnam
nam	pronnam
nam	pratyunnam
nam	samunnam
nam	upanam
nam	samupanam
nam	ninam
nam	nirnam
nam	aBinirnam
nam	pariRam
nam	vipariRam
nam	praRam
nam	aBipraRam
nam	sampraRam
nam	pratinam
nam	vinam
nam	saMnam
nam	aBisaMnam
nam	upasaMnam
namasy	saMnamasy
namasy	saMnamasya
nart	aDinart
nart	aDinft
nart	anunart
nart	anunft
nart	aBinart
nart	aBinft
nart	Anart
nart	Anft
nart	aByAnart
nart	aByAnft
nart	upanart
nart	upanft
nart	ninart
nart	ninft
nart	aBininart
nart	aBininft
nart	pariRart
nart	pariRft
nart	praRart
nart	praRft
nart	sampranart
nart	sampranft
nart	pratinart
nart	pratinft
nart	vinart
nart	vinft
nart	saMnart
nart	saMnft
nard	aBinard
nard	avanard
nard	Anard
nard	ninard
nard	praRard
nard	pratinard
nard	vinard
nard	anuvinard
nard	saMnard
naS	anunaS
naS	apanaS
naS	vyapanaS
naS	avanaS
naS	nirnaS
naS	pariRaS
naS	praRaS
naS	atipraRaS
naS	vipraRaS
naS	sampraRaS
naS	vinaS
naS	anuvinaS
naS	pravinaS
naS	saMnaS
naS	acCanaS
naS	aBinaS
naS	unnaS
nas	saMnas
nah	anunah
nah	apanah
nah	apinah
nah	aBinah
nah	avanah
nah	paryavanah
nah	prAvanah
nah	Anah
nah	upAnah
nah	nirAnah
nah	paryAnah
nah	prAnah
nah	pratyAnah
nah	vyAnah
nah	unnah
nah	samunnah
nah	upanah
nah	ninah
nah	pariRah
nah	pratinah
nah	vinah
nah	saMnah
nah	apisaMnah
nah	aBisaMnah
nah	upasaMnah
nAT	anunAT
nAT	upanAT
niMs	pariRiMs
niMs	praRiMs
nikz	anunikz
nikz	praRikz
nikz	vinikz
nij	avanij
nij	aByavanij
nij	prAvanij
nij	pratyavanij
nij	nirnij
nij	parinirnij
nij	praRij
nij	vinij
nid	parininid
nid	praRid
nid	pratinid
nid	vinid
nI	acCanI
nI	atinI
nI	aByatinI
nI	vyatinI
nI	aDinI
nI	anunI
nI	paryanunI
nI	pratyanunI
nI	apanI
nI	vyapanI
nI	apinI
nI	aBinI
nI	prABinI
nI	avanI
nI	aByavanI
nI	AnI
nI	anvAnI
nI	aByAnI
nI	samaByAnI
nI	udAnI
nI	aByudAnI
nI	samudAnI
nI	upAnI
nI	samupAnI
nI	nyAnI
nI	paryAnI
nI	prAnI
nI	pratyAnI
nI	vyAnI
nI	samAnI
nI	pratisamAnI
nI	unnI
nI	anunnI
nI	aByunnI
nI	uponnI
nI	pronnI
nI	samunnI
nI	upanI
nI	vyupanI
nI	samupanI
nI	ninI
nI	aBininI
nI	avaninI
nI	upaninI
nI	saMninI
nI	nirnI
nI	vinirnI
nI	parAnI
nI	pratiparAnI
nI	upasaMparAnI
nI	pariRI
nI	anupariRI
nI	prapariRI
nI	vipariRI
nI	praRI
nI	atipraRI
nI	aBipraRI
nI	vipraRI
nI	sampranI
nI	pratinI
nI	vinI
nI	aBivinI
nI	prativinI
nI	saMvinI
nI	saMnI
nI	aBisaMnI
nu	acCanu
nu	anunu
nu	aBinu
nu	Anu
nu	anvAnu
nu	pariRu
nu	praRu
nu	aBipraRu
nu	sampranu
nu	pratinu
nu	vinu
nu	saMnu
nu	aBisaMnu
nu	atinu
nu	apanu
nu	avanu
nud	atinud
nud	apanud
nud	vyapanud
nud	aBinud
nud	avanud
nud	paryavanud
nud	apAnud
nud	vyapAnud
nud	upAnud
nud	upanud
nud	nirnud
nud	aBinirnud
nud	parAnud
nud	pariRud
nud	praRud
nud	atipraRud
nud	anupraRud
nud	vipraRud
nud	sampranud
nud	pratinud
nud	vinud
nud	aBivinud
nud	saMnud
nud	upasaMnud
ned	atined
nyUNKay	pratinyUNKay
nyUNKay	pratinyUNKaya
pac	aBipac
pac	Apac
pac	utpac
pac	nipac
pac	praRipac
pac	paripac
pac	prapac
pac	aBiprapac
pac	samprapac
pac	vipac
pac	saMpac
pac	aBisaMpac
paw	avapaw
paw	Apaw
paw	utpaw
paw	samutpaw
paw	vinipaw
paw	vinispaw
paw	vipaw
paW	atipaW
paW	vyatipaW
paW	anupaW
paW	aBipaW
paW	utpaW
paW	nipaW
paW	paripaW
paW	prapaW
paW	vipaW
paW	saMpaW
paR	ApaR
paR	prapaR
paR	vipaR
pat	acCapat
pat	atipat
pat	anupat
pat	prapat
pat	vipat
pat	antarpat
pat	aBipat
pat	samaBipat
pat	avapat
pat	aByavapat
pat	Apat
pat	aByApat
pat	paryApat
pat	samApat
pat	utpat
pat	anUtpat
pat	aByutpat
pat	protpat
pat	samutpat
pat	upapat
pat	nipat
pat	aBinipat
pat	upanipat
pat	pariRipat
pat	praRipat
pat	pratinipat
pat	vinipat
pat	saMnipat
pat	nispat
pat	aBinispat
pat	vinispat
pat	parApat
pat	anuparApat
pat	paripat
pat	viparipat
pat	anuprapat
pat	nizprapat
pat	pratipat
pat	saMpat
paT	apipaT
pad	atipad
pad	anupad
pad	samanupad
pad	apapad
pad	apipad
pad	anvapipad
pad	aBipad
pad	samaBipad
pad	avapad
pad	paryavapad
pad	vyavapad
pad	Apad
pad	aByApad
pad	pratyApad
pad	vyApad
pad	samApad
pad	aBisamApad
pad	utpad
pad	upotpad
pad	protpad
pad	pratyutpad
pad	vyutpad
pad	samutpad
pad	upapad
pad	aDyupapad
pad	aByupapad
pad	pratyupapad
pad	samupapad
pad	nipad
pad	anunipad
pad	aBinipad
pad	upanipad
pad	pariRipad
pad	nispad
pad	anunispad
pad	aBinispad
pad	parinispad
pad	vinispad
pad	saMnispad
pad	paripad
pad	prapad
pad	atiprapad
pad	anuprapad
pad	aBiprapad
pad	samprapad
pad	aBisamprapad
pad	pratipad
pad	aBipratipad
pad	vipratipad
pad	sampratipad
pad	vipad
pad	saMpad
pad	aBisaMpad
pad	upasaMpad
pan	Apan
pan	vipan
par	aBipar
par	aBipf
par	samaBipar
par	samaBipf
par	avapar
par	avapf
par	Apar
par	Apf
par	samApar
par	samApf
par	utpar
par	utpf
par	upapar
par	upapf
par	nipar
par	nipf
par	nispar
par	nispf
par	paripar
par	paripf
par	saMparipar
par	saMparipf
par	prapar
par	prapf
par	aBiprapar
par	aBiprapf
par	pratipar
par	pratipf
par	saMpar
par	saMpf
par	atipar
par	atipf
par	apapar
par	apapf
parc	aDiparc
parc	aDipfc
parc	apiparc
parc	apipfc
parc	Aparc
parc	Apfc
parc	upaparc
parc	upapfc
parc	nisparc
parc	nispfc
parc	praparc
parc	prapfc
parc	viparc
parc	vipfc
parc	saMparc
parc	saMpfc
paS	atipaS
paS	anupaS
paS	samanupaS
paS	antarpaS
paS	apapaS
paS	aBipaS
paS	avapaS
paS	ApaS
paS	utpaS
paS	parApaS
paS	paripaS
paS	prapaS
paS	aBiprapaS
paS	samprapaS
paS	pratipaS
paS	vipaS
paS	anuvipaS
paS	aBivipaS
paS	saMpaS
paS	prasaMpaS
pA	atipA
pA	anupA
pA	antarpA
pA	aBipA
pA	avapA
pA	anvavapA
pA	ApA
pA	samApA
pA	utpA
pA	anUtpA
pA	upapA
pA	nipA
pA	vinipA
pA	nispA
pA	paripA
pA	prapA
pA	anuprapA
pA	pratipA
pA	vipA
pA	saMpA
pA	aDipA
pA	pratyutpA
pAlay	atipAlay
pAlay	atipAl
pAlay	anupAlay
pAlay	anupAl
pAlay	samanupAlay
pAlay	samanupAl
pAlay	aBipAlay
pAlay	aBipAl
pAlay	samaBipAlay
pAlay	samaBipAl
pAlay	nipAlay
pAlay	nipAl
pAlay	paripAlay
pAlay	paripAl
pAlay	saMparipAlay
pAlay	saMparipAl
pAlay	prapAlay
pAlay	prapAl
pAlay	pratipAlay
pAlay	pratipAl
pAlay	sampratipAlay
pAlay	sampratipAl
pAlay	saMpAlay
pAlay	saMpAl
pASay	avapASay
pASay	avapASaya
pASay	vipASay
pASay	vipASaya
piRqay	avapiRqay
piRqay	avapiRq
piRqay	utpiRqay
piRqay	utpiRq
piRqay	paripiRqay
piRqay	paripiRq
piRqay	saMpiRqay
piRqay	saMpiRq
pinv	prapinv
pibd	Apibd
piS	anupiS
piS	aBipiS
piS	ApiS
piS	nispiS
piS	vipiS
piz	anupiz
piz	avapiz
piz	Apiz
piz	utpiz
piz	samutpiz
piz	nipiz
piz	pranipiz
piz	nispiz
piz	vinispiz
piz	paripiz
piz	prapiz
piz	pratipiz
piz	aBipratipiz
piz	vipiz
piz	saMpiz
pI	aBipI
pI	ApI
pI	utpI
pI	prapI
pIq	atipIq
pIq	aBipIq
pIq	samaBipIq
pIq	avapIq
pIq	samavapIq
pIq	ApIq
pIq	utpIq
pIq	samutpIq
pIq	upapIq
pIq	nipIq
pIq	aBinipIq
pIq	upanipIq
pIq	vinipIq
pIq	nispIq
pIq	vinispIq
pIq	paripIq
pIq	prapIq
pIq	aBiprapIq
pIq	samprapIq
pIq	pratipIq
pIq	vipIq
pIq	saMpIq
pIy	nipIy
puYjay	avapuYjay
puYjay	avapuYjaya
puYjay	utpuYjay
puYjay	utpuYjaya
puw	paripuw
puw	saMpuw
puT	aBipuT
puT	avapuT
puT	ApuT
puT	samApuT
puT	nipuT
puT	prapuT
puT	vipuT
puT	saMpuT
puz	anupuz
puz	utpuz
puz	paripuz
puz	prapuz
puz	vipuz
pU	atipU
pU	anupU
pU	aBipU
pU	ApU
pU	samApU
pU	utpU
pU	samutpU
pU	nipU
pU	nispU
pU	pratinispU
pU	parApU
pU	paripU
pU	prapU
pU	vipU
pU	saMpU
pU	aBisaMpU
pUj	anupUj
pUj	aBipUj
pUj	samaBipUj
pUj	paripUj
pUj	saMparipUj
pUj	prapUj
pUj	samprapUj
pUj	pratipUj
pUj	sampratipUj
pUj	saMpUj
pUj	aBisaMpUj
pUy	ApUy
pyA	ApyA
pyA	ApyE
pyA	pratyApyA
pyA	pratyApyE
pyA	samApyA
pyA	samApyE
pyA	prapyA
pyA	prapyE
praC	atipraC
praC	anupraC
praC	aByanupraC
praC	samanupraC
praC	aBipraC
praC	ApraC
praC	upApraC
praC	samApraC
praC	upapraC
praC	paripraC
praC	saMparipraC
praC	pratipraC
praC	vipraC
praC	saMpraC
praC	upasaMpraC
praT	anupraT
praT	aBipraT
praT	ApraT
praT	nipraT
praT	paripraT
praT	vipraT
praT	saMpraT
prA	AprA
prA	viprA
priyAy	nipriyAy
priyAy	nipriyAya
prI	aBiprI
prI	AprI
prI	pariprI
prI	anupraprI
prI	saMprI
pru	atipru
pru	apapru
pru	Apru
pru	utpru
pru	vipru
pruT	prapruT
pruz	aBipruz
pruz	utpruz
pruz	paripruz
pruzAy	aBipruzAy
pruzAy	aBipruz
pruzAy	ApruzAy
pruzAy	Apruz
plu	samatiplu
plu	aDiplu
plu	anuplu
plu	apaplu
plu	aBiplu
plu	samaBiplu
plu	avaplu
plu	anvavaplu
plu	samavaplu
plu	Aplu
plu	udAplu
plu	nyAplu
plu	upanyAplu
plu	pariplu
plu	pratyAplu
plu	samAplu
plu	utplu
plu	samutplu
plu	upaplu
plu	samupaplu
plu	upaniplu
plu	nisplu
plu	anupariplu
plu	aBipariplu
plu	saMpariplu
plu	praplu
plu	pratiplu
plu	viplu
plu	anuviplu
plu	saMplu
plu	aBisaMplu
pluz	Apluz
pluz	nispluz
pluz	vipluz
psA	pariRipsA
psA	saMpsA
PaR	APaR
Pal	utPal
Pal	protPal
Pal	samutPal
Pal	praPal
Pal	pratiPal
Pal	viPal
Pal	saMPal
baMh	avabaMh
baMh	nibaMh
baMh	sambaMh
banD	anubanD
banD	paryanubanD
banD	samanubanD
banD	apibanD
banD	aBibanD
banD	avabanD
banD	AbanD
banD	samAbanD
banD	udbanD
banD	prodbanD
banD	samudabanD
banD	upabanD
banD	nibanD
banD	upanibanD
banD	vinibanD
banD	saMnibanD
banD	nirdanD
banD	paribanD
banD	prabanD
banD	pratibanD
banD	vibanD
banD	sambanD
banD	aBisambanD
banD	upasambanD
banD	pratisambanD
barh	atibarh
barh	atibfh
barh	avabarh
barh	avabfh
barh	Abarh
barh	Abfh
barh	udbarh
barh	udbfh
barh	samudbarh
barh	samudbfh
barh	nibarh
barh	nibfh
barh	vinibarh
barh	vinibfh
barh	saMnibarh
barh	saMnibfh
barh	nirdarh
barh	nirdfh
barh	paribarh
barh	paribfh
barh	prabarh
barh	prabfh
barh	upaprabarh
barh	upaprabfh
barh	vibarh
barh	vibfh
barh	udvibarh
barh	udvibfh
barh	sambarh
barh	sambfh
barh	aBibarh
barh	aBibfh
barh	upabarh
barh	upabfh
barh	samupabarh
barh	samupabfh
bAD	atibAD
bAD	aDibAD
bAD	anubAD
bAD	apabAD
bAD	aBibAD
bAD	avabAD
bAD	AbAD
bAD	udbAD
bAD	upabAD
bAD	nibAD
bAD	nirdAD
bAD	prabAD
bAD	samprabAD
bAD	pratibAD
bAD	vibAD
bAD	sambAD
bAzpAy	atibAzpAy
bAzpAy	atibAzpAya
buD	anubuD
buD	avabuD
buD	samavabuD
buD	AbuD
buD	udbuD
buD	prodbuD
buD	samudbuD
buD	nibuD
buD	saMnibuD
buD	paribuD
buD	prabuD
buD	anuprabuD
buD	viprabuD
buD	samprabuD
buD	pratibuD
buD	sampratibuD
buD	vibuD
buD	aBivibuD
buD	sambuD
buD	aBisambuD
buD	pratisambuD
brU	acCAbrU
brU	atibrU
brU	aDibrU
brU	anubrU
brU	apabrU
brU	aBibrU
brU	avabrU
brU	AbrU
brU	pratyAbrU
brU	udbrU
brU	upabrU
brU	nirdrU
brU	paribrU
brU	prabrU
brU	pratibrU
brU	vibrU
brU	sambrU
Bakz	vyavaBakz
Bakz	upaBakz
Bakz	pariBakz
Bakz	pratiBakz
Bakz	samBakz
Baj	anuBaj
Baj	apaBaj
Baj	aBiBaj
Baj	ABaj
Baj	anvABaj
Baj	upaBaj
Baj	nirDaj
Baj	pariBaj
Baj	praBaj
Baj	pratiBaj
Baj	viBaj
Baj	anuviBaj
Baj	aBiviBaj
Baj	praviBaj
Baj	prativiBaj
Baj	saMviBaj
Baj	samBaj
BaYj	apaBaYj
BaYj	aBiBaYj
BaYj	avaBaYj
BaYj	ABaYj
BaYj	vyABaYj
BaYj	udBaYj
BaYj	upaBaYj
BaYj	niBaYj
BaYj	nirDaYj
BaYj	pariBaYj
BaYj	praBaYj
BaYj	aBipraBaYj
BaYj	sampraBaYj
BaYj	pratiBaYj
BaYj	viBaYj
BaYj	samBaYj
BaYj	aBisamBaYj
BaR	pratiBaR
BaRq	pratiBaRq
Ban	ABan
Bar	anuBar
Bar	anuBf
Bar	apaBar
Bar	apaBf
Bar	aBiBar
Bar	aBiBf
Bar	avaBar
Bar	avaBf
Bar	ABar
Bar	ABf
Bar	aDyABar
Bar	aDyABf
Bar	upABar
Bar	upABf
Bar	paryABar
Bar	paryABf
Bar	samABar
Bar	samABf
Bar	udBar
Bar	udBf
Bar	aDyudBar
Bar	aDyudBf
Bar	paryudBar
Bar	paryudBf
Bar	niBar
Bar	niBf
Bar	saMniBar
Bar	saMniBf
Bar	nirDar
Bar	nirDf
Bar	parABar
Bar	parABf
Bar	praBar
Bar	praBf
Bar	aBipraBar
Bar	aBipraBf
Bar	pratiBar
Bar	pratiBf
Bar	viBar
Bar	viBf
Bar	samBar
Bar	samBf
Bar	anusamBar
Bar	anusamBf
Bar	aBisamBar
Bar	aBisamBf
Bar	upasamBar
Bar	upasamBf
Barts	aBiBarts
Barts	avaBarts
Barts	niBarts
Barts	udBarts
Barts	nirDarts
Barts	aBinirDarts
Barts	pariBarts
Barts	samBarts
Bal	niBal
Bal	viniBal
Bal	nirDal
Bal	samBal
Bas	nirDas
Bas	praBas
BA	atiBA
BA	naBA
BA	vyAtiBA
BA	anuBA
BA	aBiBA
BA	avaBA
BA	ABA
BA	samABA
BA	udBA
BA	niBA
BA	nirDA
BA	vinirDA
BA	praBA
BA	anupraBA
BA	pratiBA
BA	vipratiBA
BA	sampratiBA
BA	viBA
BA	aBiviBA
BA	saMviBA
BA	samBA
BAz	aDiBAz
BAz	anuBAz
BAz	apaBAz
BAz	aBiBAz
BAz	pratyaBiBAz
BAz	samaBiBAz
BAz	avaBAz
BAz	ABAz
BAz	vyABAz
BAz	samABAz
BAz	udBAz
BAz	pariBAz
BAz	praBAz
BAz	sampraBAz
BAz	pratiBAz
BAz	sampratiBAz
BAz	viBAz
BAz	samBAz
BAz	upasamBAz
BAs	avaBAs
BAs	pratyavaBAs
BAs	vyavaBAs
BAs	ABAs
BAs	udBAs
BAs	samudBAs
BAs	nirDAs
BAs	pariBAs
BAs	praBAs
BAs	pratiBAs
BAs	viBAs
Bid	vyatiBid
Bid	anuBid
Bid	antarBid
Bid	apaBid
Bid	aBiBid
Bid	avaBid
Bid	ABid
Bid	udBid
Bid	prodBid
Bid	niBid
Bid	nirDid
Bid	vinirDid
Bid	parABid
Bid	pariBid
Bid	praBid
Bid	upapraBid
Bid	pratiBid
Bid	viBid
Bid	praviBid
Bid	samBid
Bid	anusamBid
Bid	upasamBid
BI	atiBI
BI	ABI
BI	niBI
BI	pariBI
BI	praBI
BI	viBI
BI	samBI
Buj	avaBuj
Buj	pratyavaBuj
Buj	ABuj
Buj	vyABuj
Buj	niBuj
Buj	nirDuj
Buj	vinirDuj
Buj	pariBuj
Buj	praBuj
Buj	viBuj
Buj	praviBuj
Buj	samBuj
Buj	aDiBuj
Buj	aBiBuj
Buj	samABuj
Buj	upaBuj
Buj	pratyupaBuj
Buj	samupaBuj
Buj	pratiBuj
Bur	pariBur
Bur	samBur
BU	naBU
BU	kvaBU
BU	atiBU
BU	praBU
BU	vyatiBU
BU	aDiBU
BU	anuBU
BU	pratyanuBU
BU	samanuBU
BU	antarBU
BU	apaBU
BU	apiBU
BU	aBiBU
BU	atyaBiBU
BU	pratyaBiBU
BU	ABU
BU	anvABU
BU	aByABU
BU	paryABU
BU	pratyABU
BU	AvirDU
BU	prAvirDU
BU	udBU
BU	prodBU
BU	pratyudBU
BU	samudBU
BU	upaBU
BU	tirarDU
BU	niBU
BU	praRiBU
BU	nirDU
BU	parABU
BU	anuparABU
BU	pariBU
BU	saMpariBU
BU	punarBU
BU	anupraBU
BU	aBipraBU
BU	upapraBU
BU	pratiBU
BU	viBU
BU	anuviBU
BU	praviBU
BU	saMviBU
BU	anusamBU
BU	aBisamBU
BU	parisamBU
BU	pratisamBU
BUz	upABUz
BUz	upaBUz
BUz	pariBUz
BUz	viBUz
BUz	atiBUz
BUz	aBiBUz
BUz	ABUz
BUz	praBUz
BUz	anupraBUz
BUz	pratiBUz
Byas	udByas
BraMS	anuBraMS
BraMS	apaBraMS
BraMS	ABraMS
BraMS	niBraMS
BraMS	pariBraMS
BraMS	saMpariBraMS
BraMS	praBraMS
BraMS	viBraMS
BraMS	samBraMS
Brajj	avaBrajj
Brajj	pariBrajj
Brajj	samBrajj
Bram	udBram
Bram	samudBram
Bram	upaBram
Bram	pariBram
Bram	praBram
Bram	viBram
Bram	samBram
Bram	upasamBram
BrAj	praBrAj
BrAj	viBrAj
BrAj	aDiviBrAj
BrAj	samBrAj
maMh	vimaMh
maNk	pramaNk
maNg	pramaNg
majj	avamajj
majj	Amajj
majj	udmajj
majj	samudmajj
majj	upamajj
majj	nimajj
majj	upanimajj
majj	vinimajj
majj	nirmajj
majj	pramajj
majj	vimajj
majj	sammajj
maYc	nirmaYc
maRq	parimaRq
maRq	pratimaRq
maT	aDimaT
maT	aBimaT
maT	avamaT
maT	AmaT
maT	udmaT
maT	prodmaT
maT	samudmaT
maT	upamaT
maT	nimaT
maT	nirmaT
maT	vinirmaT
maT	saMnirmaT
maT	parimaT
maT	pramaT
maT	vimaT
maT	aBivimaT
maT	sammaT
maTAy	udmaTAy
maTAy	udmaTAya
maTAy	parimaTAy
maTAy	parimaTAya
mad	anumad
mad	aBimad
mad	avamad
mad	udmad
mad	prodmad
mad	upamad
mad	parimad
mad	pramad
mad	aBipramad
mad	vipramad
mad	sampramad
mad	vimad
mad	sammad
mad	nimad
mad	upanimad
man	atiman
man	aDiman
man	anuman
man	samanuman
