; Additional mappings into pw headwords
; hw <space> ptr(s)
; ----------------------------------------------------------
; 02-16-2020.   Additional pointers for prefixed verb forms  mapping into verbs.
akz	nirakz,samakz
vart	udAvft
vart	upAvart
vart	upAvft
vart	paryupAvart
vart	paryupAvft
vart	nyAvart
vart	nyAvft
vart	paryAvart
vart	paryAvft
vart	anuparyAvart
vart	anuparyAvft
vart	apaparyAvart
vart	apaparyAvft
vart	aBiparyAvart
vart	aBiparyAvft
vart	upaparyAvart
vart	upaparyAvft
vart	pratiparyAvart
vart	pratiparyAvft
vart	viparyAvart
vart	viparyAvft
vart	prAvart
vart	prAvft
vart	pratyAvart
vart	pratyAvft
vart	vyAvart
vart	vyAvft
vart	samAvart
vart	samAvft
vart	aBisamAvart
vart	aBisamAvft
vart	upasamAvart
vart	upasamAvft
vart	udvart
vart	udvft
vart	samudvart
vart	samudvft
vart	upavart
vart	upavft
vart	samupavart
vart	samupavft
vart	nivart
vart	nivft
vart	anunivart
vart	anunivft
vart	aBinivart
vart	aBinivft
vart	upanivart
vart	upanivft
vart	aByupanivart
vart	aByupanivft
vart	parinivart
vart	parinivft
vart	pratinivart
vart	pratinivft
vart	vinivart
vart	vinivft
vart	samnivart
vart	samnivft
vart	nisvart
vart	nisvft
vart	aBinisvart
vart	aBinisvft
vart	upanisvart
vart	upanisvft
vart	vinisvart
vart	vinisvft
vart	parAvart
vart	parAvft
vart	viparAvart
vart	viparAvft
vart	parivart
vart	parivft
vart	anuparivart
vart	anuparivft
vart	viparivart
vart	viparivft
vart	saMparivart
vart	saMparivft
vart	pravart
vart	pravft
vart	atipravart
vart	atipravft
vart	anupravart
vart	anupravft
vart	aBipravart
vart	aBipravft
vart	upapravart
vart	upapravft
vart	paripravart
vart	paripravft
vart	pratipravart
vart	pratipravft
vart	sampravart
vart	sampravft
vart	aBisampravart
vart	aBisampravft
vart	prativart
vart	prativft
vart	vivart
vart	vivft
vart	ativivart
vart	ativivft
vart	anuvivart
vart	anuvivft
vart	saMvart
vart	saMvft
vart	aDisaMvart
vart	aDisaMvft
vart	aBisaMvart
vart	aBisaMvft
varD	ativarD
varD	aDivarD
varD	anuvarD
varD	aBivarD
varD	samaBivarD
varD	AvarD
varD	udvarD
varD	nivarD
varD	parivarD
varD	pravarD
varD	atipravarD
varD	aBipravarD
varD	pratipravarD
varD	sampravarD
varD	prativarD
varD	vivarD
varD	aBivivarD
varD	pravivarD
varD	saMvivarD
varD	saMvarD
varD	atisaMvarD
varD	aBisaMvarD
varz	ativarz
varz	ativfz
varz	anuvarz
varz	anuvfz
varz	aBivarz
varz	aBivfz
varz	samaBivarz
varz	samaBivfz
varz	avavarz
varz	avavfz
varz	Avarz
varz	Avfz
varz	udvarz
varz	udvfz
varz	nisvarz
varz	nisvfz
varz	parivarz
varz	parivfz
varz	pravarz
varz	pravfz
varz	aBipravarz
varz	aBipravfz
varz	sampravarz
varz	sampravfz
varz	prativarz
varz	prativfz
varz	vivarz
varz	vivfz
varz	saMvarz
varz	saMvfz
val	atival
val	Aval
val	vival
val	saMval
valg	ativalg
valg	aBivalg
valg	Avalg
valg	vyAvalg
valg	parAvalg
valg	pravalg
valg	vivalg
valg	saMvalg
valh	upavalh
valh	pravalh
vaS	anuvaS
vaS	aBivaS
vaS	AvaS
vaS	samAvaS
vas	aDivas
vas	apavas
vas	vivas
vas	aBivivas
vas	parivivas
vas	anuvas
vas	aBivas
vas	upavas
vas	nivas
vas	pratinivas
vas	saMnivas
vas	parivas
vas	pravas
vas	prativas
vas	saMvas
vas	aBisaMvas
vas	samanuvas
vas	antarvas
vas	Avas
vas	aDyAvas
vas	udAvas
vas	upAvas
vas	samAvas
vas	udvas
vas	anUdvas
vas	aByudvas
vas	paryudvas
vas	samudvas
vas	upAvavas
vas	samupavas
vas	aDinivas
vas	nisvas
vas	atipravas
vas	apapravas
vas	vipravas
vas	sampravas
vas	nirvivas
vas	sahavas
vas	aDisaMvas
vastray	saMvastray
vastray	saMvastraya
vah	ativah
vah	samativah
vah	aDivah
vah	anuvah
vah	apavah
vah	pratyapavah
vah	vyapavah
vah	aBivah
vah	Avah
vah	anvAvah
vah	aByAvah
vah	udAvah
vah	samudAvah
vah	upAvah
vah	nirAvah
vah	samAvah
vah	udvah
vah	prodvah
vah	samudvah
vah	upavah
vah	samupavah
vah	nivah
vah	pariRivah
vah	nisvah
vah	pratinisvah
vah	parAvah
vah	parivah
vah	pravah
vah	atipravah
vah	anupravah
vah	aBipravah
vah	sampravah
vah	prativah
vah	vivah
vah	saMvivah
vah	saMvah
vah	anusaMvah
vA	ativA
vA	anuvA
vA	apavA
vA	aBivA
vA	avavA
vA	AvA
vA	udvA
vA	anUdvA
vA	upavA
vA	nisvA
vA	anunisvA
vA	parinisvA
vA	parAvA
vA	pravA
vA	vivA
vA	anuvivA
vA	saMvA
vA	anusaMvA
vA	atipravA
vA	acCavA
vA	aByAvA
vA	samAvA
vA	parivA
vA	anupravA
vA	sampravA
vAjay	upavAjay
vAjay	upavAjaya
vAYC	aBivAYC
vAYC	samaBivAYC
vApay	nisvApay
vApay	nisvap
vAS	anuvAS
vAS	pratyanuvAS
vAS	aBivAS
vAS	udvAS
vAS	nivAS
vAS	pravAS
vAS	prativAS
vAS	saMvAS
vAsay	aDivAsay
vAsay	aDivAs
vAsay	anuvAsay
vAsay	anuvAs
vAsay	aBivAsay
vAsay	aBivAs
vAsay	AvAsay
vAsay	AvAs
vAsay	samAvAsay
vAsay	samAvAs
vAsay	saMvAsay
vAsay	saMvAs
vAh	pravAh
vAh	sampravAh
viGnay	saMviGnay
viGnay	saMviGnaya
vic	apavic
vic	aDyapavic
vic	udvic
vic	pravic
vic	vivic
vic	pravivic
vic	saMvic
vij	aBivij
vij	Avij
vij	samAvij
vij	udvij
vij	paryudvij
vij	prodvij
vij	samudvij
vij	pravij
vij	vivij
vij	saMvij
vid	anuvid
vid	samanuvid
vid	aBivid
vid	vyavavid
vid	Avid
vid	samAvid
vid	upavid
vid	nivid
vid	atinivid
vid	vinivid
vid	saMnivid
vid	nisvid
vid	parivid
vid	pravid
vid	anupravid
vid	pratipravid
vid	prativid
vid	samprativid
vid	vivid
vid	saMvid
vid	anusaMvid
vid	aBisaMvid
vid	pratisaMvid
vid	aDivid
vid	parinisvid
viD	upaviD
viD	prativiD
vip	udvip
vip	parivip
vip	pravip
vip	aBipravip
vip	sampravip
vip	vivip
vip	pravivip
vip	saMvip
viS	punarviS
viS	aDiviS
viS	anuviS
viS	apaviS
viS	aBiviS
viS	AviS
viS	anvAviS
viS	aByAviS
viS	upAviS
viS	samupAviS
viS	nyAviS
viS	nirAviS
viS	prAviS
viS	vyAviS
viS	samAviS
viS	upaviS
viS	aDyupaviS
viS	anUpaviS
viS	aByupaviS
viS	upopaviS
viS	samupopaviS
viS	paryupaviS
viS	pratyupaviS
viS	vyupaviS
viS	samupaviS
viS	niviS
viS	aDiniviS
viS	aBiniviS
viS	prativiS
viS	upaniviS
viS	pariRiviS
viS	praRiviS
viS	pratiniviS
viS	viniviS
viS	saMniviS
viS	aBisaMniviS
viS	nisviS
viS	pariviS
viS	praviS
viS	anupraviS
viS	aBipraviS
viS	pratipraviS
viS	sampraviS
viS	viviS
viS	anuviviS
viS	saMviS
viS	anusaMviS
viS	aBisaMviS
viS	upasaMviS
viS	pratisaMviS
viSAlay	praviSAlay
viSAlay	praviSAlaya
viz	Aviz
viz	upaviz
viz	niviz
viz	nisviz
viz	pariviz
viz	praviviz
viz	saMviz
vI	ativI
vI	aBivI
vI	avavI
vI	AvI
vI	upAvI
vI	nivI
vI	pravI
vI	prativI
vI	apavI
vI	udvI
vIj	anuvIj
vIj	AvIj
vIj	upavIj
vIj	parivIj
vIj	saMvIj
vIray	anuvIray
vIray	anuvIr
vfzAy	AvfzAy
vfzAy	AvfzAya
vfzAy	udvfzAy
vfzAy	udvfzAya
veD	praveD
veD	sampraveD
ven	anuven
ven	apaven
vell	anuvell
vell	udvell
vell	vivell
vell	saMvell
vezw	anuvezw
vezw	apavezw
vezw	aBivezw
vezw	Avezw
vezw	samAvezw
vezw	udvezw
vezw	upavezw
vezw	nivezw
vezw	upanivezw
vezw	nisvezw
vezw	parivezw
vezw	saMparivezw
vezw	pravezw
vezw	sampravezw
vezw	prativezw
vezw	vivezw
vezw	saMvezw
vezw	aBisaMvezw
vezw	pratisaMvezw
vyac	udvyac
vyaT	parivyaT
vyaT	pravyaT
vyaT	sampravyaT
vyaT	vivyaT
vyaT	saMvyaT
vyaD	ativyaD
vyaD	vyativyaD
vyaD	anuvyaD
vyaD	apavyaD
vyaD	vyapavyaD
vyaD	aBivyaD
vyaD	avavyaD
vyaD	AvyaD
vyaD	upAvyaD
vyaD	vyAvyaD
vyaD	samAvyaD
vyaD	udvyaD
vyaD	upavyaD
vyaD	nivyaD
vyaD	aDinivyaD
vyaD	nisvyaD
vyaD	parAvyaD
vyaD	parivyaD
vyaD	pravyaD
vyaD	atipravyaD
vyaD	anupravyaD
vyaD	prativyaD
vyaD	vivyaD
vyaD	saMvyaD
vyA	aDivyA
vyA	aDivye
vyA	apavyA
vyA	apavye
vyA	apivyA
vyA	apivye
vyA	aBivyA
vyA	aBivye
vyA	avavyA
vyA	avavye
vyA	AvyA
vyA	Avye
vyA	udvyA
vyA	udvye
vyA	upavyA
vyA	upavye
vyA	nivyA
vyA	nivye
vyA	parivyA
vyA	parivye
vyA	prativyA
vyA	prativye
vyA	saMvyA
vyA	saMvye
vyA	anusaMvyA
vyA	anusaMvye
vyA	aBisaMvyA
vyA	aBisaMvye
vyA	upasaMvyA
vyA	upasaMvye
vraj	ativraj
vraj	vyativraj
vraj	anuvraj
vraj	samanuvraj
vraj	apavraj
vraj	aBivraj
vraj	Avraj
vraj	udAvraj
vraj	pratyudAvraj
vraj	upAvraj
vraj	pratyAvraj
vraj	samAvraj
vraj	udvraj
vraj	pratyudvraj
vraj	upavraj
vraj	pratyupavraj
vraj	nisvraj
vraj	parivraj
vraj	pravraj
vraj	anupravraj
vraj	aBipravraj
vraj	vipravraj
vraj	prativraj
vraj	saMvraj
vraj	anusaMvraj
vraj	upasaMvraj
vraRay	nisvraRay
vraRay	nisvraR
vratay	upavratay
vratay	upavrataya
vraSc	apivraSc
vraSc	avavraSc
vraSc	AvraSc
vraSc	nivraSc
vraSc	nisvraSc
vraSc	parivraSc
vraSc	pravraSc
vraSc	vivraSc
vraSc	saMvraSc
vlI	aBivlI
vlI	nisvlI
vlI	pravlI
vlI	vivlI
vlI	saMvlI
SaMs	atiSaMs
SaMs	aDiSaMs
SaMs	anuSaMs
SaMs	aBiSaMs
SaMs	avaSaMs
SaMs	ASaMs
SaMs	udASaMs
SaMs	upASaMs
SaMs	pratyASaMs
SaMs	samASaMs
SaMs	udSaMs
SaMs	nisSaMs
SaMs	parASaMs
SaMs	praSaMs
SaMs	atipraSaMs
SaMs	samatipraSaMs
SaMs	aBipraSaMs
SaMs	pratiSaMs
SaMs	viSaMs
SaMs	aBiviSaMs
SaMs	saMSaMs
SaMs	upasaMSaMs
Sak	anuSak
Sak	pariSak
Sak	praSak
Sak	sampraSak
Sak	pratiSak
Sak	saMSak
Sak	ASak
Sak	upaSak
Sakalay	viSakalay
Sakalay	viSakalaya
SaNk	atiSaNk
SaNk	vyatiSaNk
SaNk	aBiSaNk
SaNk	ASaNk
SaNk	upASaNk
SaNk	upaSaNk
SaNk	pariSaNk
SaNk	pratiSaNk
SaNk	viSaNk
SaNk	aBiviSaNk
SaNk	saMSaNk
Sat	apaSat
Sat	apaSad
Sat	avaSat
Sat	avaSad
Sat	vyavaSat
Sat	vyavaSad
Sat	ASat
Sat	ASad
Sat	niSat
Sat	niSad
Sat	parASat
Sat	parASad
Sat	praSat
Sat	praSad
Sat	viSat
Sat	viSad
Sat	saMSat
Sat	saMSad
Sad	vyavaSad
Sad	ASad
Sad	pariSad
Sad	praSad
Sap	anuSap
Sap	aBiSap
Sap	avaSap
Sap	pariSap
Sap	pratiSap
Sap	viSap
Sap	saMSap
Sabday	atiSabday
Sabday	atiSabd
Sabday	anuSabday
Sabday	anuSabd
Sabday	aBiSabday
Sabday	aBiSabd
Sabday	pariSabday
Sabday	pariSabd
Sabday	viSabday
Sabday	viSabd
Sabday	saMSabday
Sabday	saMSabd
Sam	anuSam
Sam	aBiSam
Sam	avaSam
Sam	vyavaSam
Sam	samavaSam
Sam	upaSam
Sam	aByupaSam
Sam	vyupaSam
Sam	samupaSam
Sam	niSam
Sam	praRiSam
Sam	pariSam
Sam	praSam
Sam	anupraSam
Sam	sampraSam
Sam	pratiSam
Sam	saMSam
Sam	anuniSam
Sam	samanuniSam
Sam	aBiniSam
Sam	upaniSam
Sam	viniSam
Sam	saMniSam
Sar	vyatiSar
Sar	vyatiSF
Sar	anuSar
Sar	anuSF
Sar	apiSar
Sar	apiSF
Sar	avaSar
Sar	avaSF
Sar	ASar
Sar	ASF
Sar	niSar
Sar	niSF
Sar	nisSar
Sar	nisSF
Sar	parASar
Sar	parASF
Sar	pariSar
Sar	pariSF
Sar	praSar
Sar	praSF
Sar	sampraSar
Sar	sampraSF
Sar	pratiSar
Sar	pratiSF
Sar	viSar
Sar	viSF
Sar	aBiviSar
Sar	aBiviSF
Sar	nirviSar
Sar	nirviSF
Sar	praviSar
Sar	praviSF
Sar	saMSar
Sar	saMSF
Sar	aDiSar
Sar	aDiSF
Sar	udSar
Sar	udSF
Sar	saMpariSar
Sar	saMpariSF
Sar	aBisaMSar
Sar	aBisaMSF
Saravyay	atiSaravyay
Saravyay	atiSaravyaya
SarD	praSarD
SarD	praSfD
SarD	atipraSarD
SarD	atipraSfD
SarD	avaSarD
SarD	avaSfD
SarD	viSarD
SarD	viSfD
Sal	udSal
Sal	prodSal
Sal	samudSal
SaS	udSaS
Sas	apiSas
Sas	ASas
Sas	pariSas
Sas	praSas
Sas	viSas
SA	avaSA
SA	avaSE
SA	ASA
SA	ASE
SA	niSA
SA	niSE
SA	atiSA
SA	atiSE
SA	nisSA
SA	nisSE
SA	saMSA
SA	saMSE
SA	visaMSA
SA	visaMSE
SAs	anuSAs
SAs	aByanuSAs
SAs	samanuSAs
SAs	aBiSAs
SAs	ASAs
SAs	saMprASAs
SAs	samASAs
SAs	udSAs
SAs	niSAs
SAs	praSAs
SAs	sampraSAs
SAs	pratiSAs
SAs	viSAs
SAs	saMSAs
Sikz	anuSikz
Sikz	aBiSikz
Sikz	ASikz
Sikz	upaSikz
Sikz	saMSikz
Sikz	pratiSikz
Sikz	viSikz
SiNG	udSiNG
SiNG	upaSiNG
SiYj	ASiYj
SiYj	pariSiYj
SiYj	viSiYj
SiYj	saMSiYj
SiTilay	pariSiTilay
SiTilay	pariSiTilaya
Sir	ASir
Sir	ASrI
Siz	atiSiz
Siz	apaSiz
Siz	avaSiz
Siz	paryavaSiz
Siz	pratyavaSiz
Siz	samavaSiz
Siz	udSiz
Siz	nisSiz
Siz	pariSiz
Siz	viSiz
Siz	praviSiz
Siz	prativiSiz
Siz	saMSiz
SI	atiSI
SI	aBiSI
SI	avaSI
SI	upaSI
SI	nisSI
SI	vyatiSI
SI	aDiSI
SI	samaDiSI
SI	anuSI
SI	apaSI
SI	ASI
SI	anvASI
SI	pratyASI
SI	udSI
SI	niSI
SI	pariSI
SI	praSI
SI	pratiSI
SI	viSI
SI	saMSI
SIlay	atiSIlay
SIlay	atiSIl
SIlay	anuSIlay
SIlay	anuSIl
SIlay	pariSIlay
SIlay	pariSIl
SIlay	saMSIlay
SIlay	saMSIl
Suc	anuSuc
Suc	samanuSuc
Suc	apaSuc
Suc	aBiSuc
Suc	ASuc
Suc	udSuc
Suc	niSuc
Suc	nisSuc
Suc	pariSuc
Suc	praSuc
Suc	anupraSuc
Suc	pratiSuc
Suc	saMSuc
SuD	pariSuD
SuD	praSuD
SuD	aBipraSuD
SuD	viSuD
SuD	praviSuD
SuD	saMSuD
SuD	parisaMSuD
SuB	praSuB
SuB	atiSuB
SuB	anuSuB
SuB	aBiSuB
SuB	samaBiSuB
SuB	upaSuB
SuB	niSuB
SuB	pariSuB
SuB	pratiSuB
SuB	viSuB
SuB	saMSuB
Suz	anuSuz
Suz	avaSuz
Suz	udSuz
Suz	samudSuz
Suz	upaSuz
Suz	pariSuz
Suz	saMpariSuz
Suz	pratiSuz
Suz	viSuz
Suz	saMSuz
Suz	ASuz
Scut	aBiScut
Scut	avaScut
Scut	anvavaScut
Scut	vyavaScut
Scut	AScut
Scut	niScut
Scut	praScut
Scut	viScut
SnaT	apaSnaT
SnaT	aBiSnaT
SnaT	niSnaT
SnaT	pariniSnaT
SyA	aBiSyA
SyA	aBiSyE
SyA	samaBiSyA
SyA	samaBiSyE
SyA	avaSyA
SyA	avaSyE
SyA	ASyA
SyA	ASyE
SyA	praSyA
SyA	praSyE
SyA	pratiSyA
SyA	pratiSyE
SyA	saMSyA
SyA	saMSyE
SyA	aBisaMSyA
SyA	aBisaMSyE
SyA	avasaMSyA
SyA	avasaMSyE
SraT	anuSraT
SraT	niSraT
SraT	praSraT
SraT	viSraT
SraTAy	udSraTAy
SraTAy	udSraTAya
SraTAy	viSraTAy
SraTAy	viSraTAya
Sram	aBiSram
Sram	ASram
Sram	upaSram
Sram	niSram
Sram	pariSram
Sram	saMpariSram
Sram	pratiSram
Sram	viSram
Sram	pariviSram
Sram	saMSram
SramB	niSramB
SramB	praSramB
SramB	viSramB
SramB	ativiSramB
SramB	upaviSramB
SramB	prativiSramB
Sravasy	ASravasy
Sravasy	ASravasya
SrA	aDiSrA
SrA	ASrA
SrA	niSrA
SrA	praSrA
Sri	aDiSri
Sri	pratyaDiSri
Sri	samaDiSri
Sri	anuSri
Sri	apaSri
Sri	aByapaSri
Sri	aBiSri
Sri	avaSri
Sri	upAvaSri
Sri	ASri
Sri	anvASri
Sri	apASri
Sri	vyapASri
Sri	saMvyapASri
Sri	upASri
Sri	samupASri
Sri	pratyASri
Sri	vyASri
Sri	samASri
Sri	pratisamASri
Sri	udSri
Sri	aByudSri
Sri	prodSri
Sri	pratyudSri
Sri	samudSri
Sri	upaSri
Sri	niSri
Sri	aBiniSri
Sri	upaniSri
Sri	upanisSri
Sri	vinisSri
Sri	parASri
Sri	pariSri
Sri	saMpariSri
Sri	praSri
Sri	atipraSri
Sri	upapraSri
Sri	sampraSri
Sri	pratiSri
Sri	viSri
Sri	saMSri
Sri	aBisaMSri
Sri	upasaMSri
Sri	pratisaMSri
Sriz	aBiSriz
Sriz	ASriz
Sriz	saMSriz
SrI	aBiSrI
SrI	saMSrI
Sru	atiSru
Sru	anuSru
Sru	aBiSru
Sru	ASru
Sru	aByASru
Sru	pratyASru
Sru	samASru
Sru	upaSru
Sru	samupaSru
Sru	pariSru
Sru	praSru
Sru	atipraSru
Sru	pratiSru
Sru	sampratiSru
Sru	viSru
Sru	aBiviSru
Sru	saMSru
Sru	aBisaMSru
Sru	pratisaMSru
Sruz	ASruz
Sruz	ASru
SlakzRay	saMSlakzRay
SlakzRay	saMSlakzRaya
SlaT	ASlaT
SlaT	viSlaT
SlAG	upaSlAG
SlAG	saMSlAG
Sliz	ASliz
Sliz	upASliz
Sliz	samASliz
Sliz	upaSliz
Sliz	niSliz
Sliz	viSliz
Sliz	praviSliz
Sliz	saMSliz
Sliz	aBisaMSliz
Sliz	upasaMSliz
Slokay	upaSlokay
Slokay	upaSlokaya
Slokay	saMSlokay
Slokay	saMSlokaya
SvaYc	udSvaYc
Svas	anuSvas
Svas	apaSvas
Svas	aBiSvas
Svas	avaSvas
Svas	ASvas
Svas	paryASvas
Svas	prASvas
Svas	pratyASvas
Svas	samASvas
Svas	udSvas
Svas	prodSvas
Svas	samudSvas
Svas	upaSvas
Svas	niSvas
Svas	viniSvas
Svas	nisSvas
Svas	atinisSvas
Svas	vinisSvas
Svas	parASvas
Svas	praSvas
Svas	aBipraSvas
Svas	viSvas
Svas	ativiSvas
Svas	aBiviSvas
Svas	pariviSvas
SvA	udSvA
SvA	udSvi
SvA	praSvA
SvA	praSvi
SvA	viSvA
SvA	viSvi
SvA	saMSvA
SvA	saMSvi
Svit	avaSvit
Svit	viSvit
zWiv	aBizWiv
zWiv	avazWiv
zWiv	nizWiv
zWiv	apanizWiv
zWiv	aBinizWiv
zWiv	avanizWiv
zWiv	vinizWiv
zWiv	niszWiv
zWiv	prazWiv
zWiv	pratizWiv
zWu	niszWu
zWu	niszWIv
zvazk	parizvazk
sac	anusac
sac	apasac
sac	aBisac
sac	Asac
sac	upasac
sac	nisac
sac	prasac
sac	pratisac
sac	visac
sac	saMsac
saYj	atisaYj
saYj	vyatisaYj
saYj	anusaYj
saYj	aBisaYj
saYj	avasaYj
saYj	AsaYj
saYj	aDyAsaYj
saYj	aByAsaYj
saYj	upAsaYj
saYj	nirAsaYj
saYj	pratyAsaYj
saYj	vyAsaYj
saYj	samAsaYj
saYj	utsaYj
saYj	upasaYj
saYj	nisaYj
saYj	parisaYj
saYj	prasaYj
saYj	anuprasaYj
saYj	samprasaYj
saYj	pratisaYj
saYj	visaYj
saYj	aDivisaYj
saYj	aBivisaYj
saYj	saMsaYj
sad	atisad
sad	aDisad
sad	anusad
sad	aBisad
sad	avasad
sad	pratyavasad
sad	vyavasad
sad	samavasad
sad	Asad
sad	atyAsad
sad	aDyAsad
sad	aByAsad
sad	upAsad
sad	nyAsad
sad	pratyAsad
sad	samAsad
sad	utsad
sad	aByutsad
sad	upotsad
sad	protsad
sad	pratyutsad
sad	vyutsad
sad	samutsad
sad	upasad
sad	anUpasad
sad	aByupasad
sad	pratyupasad
sad	samupasad
sad	nisad
sad	aDinisad
sad	aBinisad
sad	upanisad
sad	parinisad
sad	vinisad
sad	saMnisad
sad	parisad
sad	prasad
sad	atiprasad
sad	anuprasad
sad	aBiprasad
sad	upaprasad
sad	viprasad
sad	samprasad
sad	pratisad
sad	visad
sad	anuvisad
sad	pravisad
sad	saMsad
san	aBisan
san	Asan
san	prasan
san	saMsan
saMDay	atisaMDay
saMDay	atisaMDaya
saMDay	pratisaMDay
saMDay	pratisaMDaya
sap	aBisap
sapary	visapary
sapary	visaparya
saBAjay	aDisaBAjay
saBAjay	aDisaBAj
sar	acCasar
sar	acCasf
sar	atisar
sar	atisf
sar	anusar
sar	anusf
sar	atyanusar
sar	atyanusf
sar	aByanusar
sar	aByanusf
sar	vyanusar
sar	vyanusf
sar	apasar
sar	apasf
sar	vyapasar
sar	vyapasf
sar	apisar
sar	apisf
sar	aBisar
sar	aBisf
sar	atyaBisar
sar	atyaBisf
sar	avasar
sar	avasf
sar	aByavasar
sar	aByavasf
sar	samavasar
sar	samavasf
sar	Asar
sar	Asf
sar	atyAsar
sar	atyAsf
sar	apAsar
sar	apAsf
sar	pratyAsar
sar	pratyAsf
sar	vyAsar
sar	vyAsf
sar	utsar
sar	utsf
sar	anUtsar
sar	anUtsf
sar	protsar
sar	protsf
sar	pratyutsar
sar	pratyutsf
sar	samutsar
sar	samutsf
sar	upasar
sar	upasf
sar	aByupasar
sar	aByupasf
sar	pratyupasar
sar	pratyupasf
sar	samupasar
sar	samupasf
sar	nisar
sar	nisf
sar	vinisar
sar	vinisf
sar	aBinissar
sar	aBinissf
sar	samaBinissar
sar	samaBinissf
sar	vinissar
sar	vinissf
sar	anuvinissar
sar	anuvinissf
sar	parAsar
sar	parAsf
sar	upaparAsar
sar	upaparAsf
sar	parisar
sar	parisf
sar	prasar
sar	prasf
sar	atiprasar
sar	atiprasf
sar	anuprasar
sar	anuprasf
sar	aBiprasar
sar	aBiprasf
sar	upaprasar
sar	upaprasf
sar	pratiprasar
sar	pratiprasf
sar	viprasar
sar	viprasf
sar	samprasar
sar	samprasf
sar	pratisar
sar	pratisf
sar	vipratisar
sar	vipratisf
sar	visar
sar	visf
sar	anuvisar
sar	anuvisf
sar	pravisar
sar	pravisf
sar	saMsar
sar	saMsf
sar	anusaMsar
sar	anusaMsf
sar	aBisaMsar
sar	aBisaMsf
sar	upasaMsar
sar	upasaMsf
sarj	utsarj
sarj	aByutsarj
sarj	atisarj
sarj	atisfj
sarj	aByatisarj
sarj	aByatisfj
sarj	samatisarj
sarj	samatisfj
sarj	anusarj
sarj	anusfj
sarj	aByanusarj
sarj	aByanusfj
sarj	apasarj
sarj	apasfj
sarj	vyapasarj
sarj	vyapasfj
sarj	apisarj
sarj	apisfj
sarj	pratyapisarj
sarj	pratyapisfj
sarj	aBisarj
sarj	aBisfj
sarj	avasarj
sarj	avasfj
sarj	atyavasarj
sarj	atyavasfj
sarj	anvavasarj
sarj	anvavasfj
sarj	aByavasarj
sarj	aByavasfj
sarj	upAvasarj
sarj	upAvasfj
sarj	nyavasarj
sarj	nyavasfj
sarj	pratyavasarj
sarj	pratyavasfj
sarj	vyavasarj
sarj	vyavasfj
sarj	samavasarj
sarj	samavasfj
sarj	Asarj
sarj	Asfj
sarj	aDyAsarj
sarj	aDyAsfj
sarj	upAsarj
sarj	upAsfj
sarj	samAsarj
sarj	samAsfj
sarj	utsarj
sarj	utsfj
sarj	anUtsarj
sarj	anUtsfj
sarj	aByutsarj
sarj	aByutsfj
sarj	paryutsarj
sarj	paryutsfj
sarj	vyutsarj
sarj	vyutsfj
sarj	samutsarj
sarj	samutsfj
sarj	upasarj
sarj	upasfj
sarj	nirupasarj
sarj	nirupasfj
sarj	samupasarj
sarj	samupasfj
sarj	nisarj
sarj	nisfj
sarj	pratinisarj
sarj	pratinisfj
sarj	saMnisarj
sarj	saMnisfj
sarj	nissarj
sarj	nissfj
sarj	aBinissarj
sarj	aBinissfj
sarj	pratinissarj
sarj	pratinissfj
sarj	parAsarj
sarj	parAsfj
sarj	parisarj
sarj	parisfj
sarj	prasarj
sarj	prasfj
sarj	anuprasarj
sarj	anuprasfj
sarj	pariprasarj
sarj	pariprasfj
sarj	pratiprasarj
sarj	pratiprasfj
sarj	visarj
sarj	visfj
sarj	anuvisarj
sarj	anuvisfj
sarj	aBivisarj
sarj	aBivisfj
sarj	udvisarj
sarj	udvisfj
sarj	prativisarj
sarj	prativisfj
sarj	saMvisarj
sarj	saMvisfj
sarj	saMsarj
sarj	saMsfj
sarj	anusaMsarj
sarj	anusaMsfj
sarj	upasaMsarj
sarj	upasaMsfj
sarj	parisaMsarj
sarj	parisaMsfj
sarj	pratisaMsarj
sarj	pratisaMsfj
sarp	atisarp
sarp	atisfp
sarp	vyatisarp
sarp	vyatisfp
sarp	aDisarp
sarp	aDisfp
sarp	samaDisarp
sarp	samaDisfp
sarp	anusarp
sarp	anusfp
sarp	samanusarp
sarp	samanusfp
sarp	apasarp
sarp	apasfp
sarp	pratyapasarp
sarp	pratyapasfp
sarp	vyapasarp
sarp	vyapasfp
sarp	aBisarp
sarp	aBisfp
sarp	avasarp
sarp	avasfp
sarp	anvavasarp
sarp	anvavasfp
sarp	upAvasarp
sarp	upAvasfp
sarp	paryavasarp
sarp	paryavasfp
sarp	pratyavasarp
sarp	pratyavasfp
sarp	vyavasarp
sarp	vyavasfp
sarp	Asarp
sarp	Asfp
sarp	udAsarp
sarp	udAsfp
sarp	upodAsarp
sarp	upodAsfp
sarp	samAsarp
sarp	samAsfp
sarp	utsarp
sarp	utsfp
sarp	protsarp
sarp	protsfp
sarp	samutsarp
sarp	samutsfp
sarp	upasarp
sarp	upasfp
sarp	samupasarp
sarp	samupasfp
sarp	vinisarp
sarp	vinisfp
sarp	nissarp
sarp	nissfp
sarp	aBinissarp
sarp	aBinissfp
sarp	vinissarp
sarp	vinissfp
sarp	parisarp
sarp	parisfp
sarp	prasarp
sarp	prasfp
sarp	anuprasarp
sarp	anuprasfp
sarp	aBiprasarp
sarp	aBiprasfp
sarp	pratiprasarp
sarp	pratiprasfp
sarp	viprasarp
sarp	viprasfp
sarp	samprasarp
